,text,label,relations,len
1146,Kiev military admits that Ukrainian missile fragments probably fell in Poland.,<triplet> Kiev military <subj> Poland <obj> Make Public Statement,['Make Public Statement'],1
1147,Taiwan's President Tsai Ing-wen resigns as head of the governing DPP after the governing DPP's poor showing in local elections.,<triplet> Taiwan's President Tsai Ing-wen <subj> DPP <obj> Reduce Relations <triplet> local elections <subj> DPP <obj> Reduce Relations,"['Reduce Relations', 'Reduce Relations']",2
1148,"According to Russian mission, two Russian Foreign Ministry employees ""were unable to get visas in time,"" though a request had been sent to the consular department of the French embassy in Moscow",<triplet> Russian mission <subj> two Russian Foreign Ministry employees <obj> Make Public Statement <triplet> two Russian Foreign Ministry employees <subj> the consular department of the French embassy in Moscow <obj> Appeal,"['Make Public Statement', 'Appeal']",2
1149,Police raid French rugby World Cup HQ as legal probe into corruption opened.,<triplet> legal probe <subj> French rugby World Cup HQ <obj> Investigate <triplet> Police <subj> French rugby World Cup HQ <obj> Coerce,"['Investigate', 'Coerce']",2
1150,Organisers of the 2023 Rugby World Cup in France said Police raided Organisers of the 2023 Rugby World Cup in France's offices Wednesday as part of a legal probe into the management of the 2023 Rugby World Cup in France under former chief executive Claude Atcher.,<triplet> legal probe <subj> the management of the 2023 Rugby World Cup <obj> Investigate <triplet> legal probe <subj> former chief executive Claude Atcher <obj> Investigate <triplet> Organisers of the 2023 Rugby World Cup <subj> Police <obj> Make Public Statement <triplet> Police <subj> Organisers of the 2023 Rugby World Cup <obj> Coerce,"['Investigate', 'Investigate', 'Make Public Statement', 'Coerce']",4
1151,Pakistan: Imran Khan claims 3 shooters tried to kill Imran Khan in Wazirabad.,<triplet> Imran Khan <subj> 3 shooters <obj> Make Public Statement <triplet> 3 shooters <subj> Imran Khan <obj> Assault,"['Make Public Statement', 'Assault']",2
1152,"Under Russia’s Rain of Fire in Kherson, Ukrainians Sneak Forward.",<triplet> Russia <subj> Kherson <obj> Fight,['Fight'],1
1153,The commander of a Ukrainian reconnaissance unit spearheading the counterattack in the southern region of Kherson explained how The commander of a Ukrainian reconnaissance unit spearheading the counterattack in the southern region of Kherson's team helped breach defenses The commander of a Ukrainian reconnaissance unit spearheading the counterattack in the southern region of Kherson described as frighteningly dense.,<triplet> The commander of a Ukrainian reconnaissance unit <subj> the southern region of Kherson <obj> Fight <triplet> The commander of a Ukrainian reconnaissance unit <subj> The commander of a Ukrainian reconnaissance unit <obj> Make Public Statement <triplet> The commander of a Ukrainian reconnaissance unit <subj> the southern region of Kherson <obj> Make Public Statement,"['Fight', 'Make Public Statement', 'Make Public Statement']",3
1154,Over 70 killed in week in Iran's crackdown on Amini protests: NGO.,<triplet> NGO <subj> Over 70 <obj> Make Public Statement <triplet> NGO <subj> Iran <obj> Make Public Statement <triplet> Iran <subj> Over 70 <obj> Assault <triplet> Amini protests <subj> Iran <obj> Protest,"['Make Public Statement', 'Make Public Statement', 'Assault', 'Protest']",4
1156,US and allies criticise Russia at UN over missile attacks on Ukraine.,<triplet> US <subj> Russia <obj> Disapprove <triplet> allies <subj> Russia <obj> Disapprove <triplet> UN <subj> Ukraine <obj> Fight,"['Disapprove', 'Disapprove', 'Fight']",3
1157,US and US's allies on Wednesday criticised Russia in the UN Security Council over missile attacks on Ukraine in a meeting a day after a missile that NATO said was a stray fired by Ukraine's air defences crashed inside Poland.,<triplet> US <subj> Russia <obj> Disapprove <triplet> US's allies <subj> Russia <obj> Disapprove <triplet> Russia <subj> Ukraine <obj> Fight <triplet> NATO <subj> Ukraine's air defences <obj> Make Public Statement <triplet> NATO <subj> Poland <obj> Make Public Statement,"['Disapprove', 'Disapprove', 'Fight', 'Make Public Statement', 'Make Public Statement']",5
1158,'US privately The request by American officials Ukraine to show Russia Ukraine's open to talks'.,<triplet> Ukraine <subj> Russia <obj> Express Intend to Cooperate <triplet> American officials <subj> Ukraine <obj> Appeal,"['Express Intend to Cooperate', 'Appeal']",2
1159,"The request by American officials was not aimed at pushing Ukraine to the negotiating table, but a calculated attempt to ensure Kyiv maintains the support of other nations facing constituencies wary of fueling a war for many years to come.",<triplet> American officials <subj> Ukraine <obj> Consult <triplet> other nations <subj> Kyiv <obj> Provide Aid,"['Consult', 'Provide Aid']",2
1161,"Mass power outages begin in Moldova, says Deputy Prime Minister.",<triplet> Deputy Prime Minister <subj> Moldova <obj> Make Public Statement,['Make Public Statement'],1
1163,The head of the US Department of Defense noted that NATO is a defensive alliance and “does not seek confrontation with Russia,<triplet> The head of the US Department of Defense <subj> NATO <obj> Make Public Statement <triplet> The head of the US Department of Defense <subj> Russia <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
1164,"4 Palestinians killed by Israelis forces in separate West Bank incidents, officials say.",<triplet> Israelis forces <subj> 4 Palestinians <obj> Assault,['Assault'],1
1165,Trial of Kansas Teacher Who Joined ISIS Shows Family’s Deep Scars.,<triplet> Trial <subj> Kansas Teacher <obj> Disapprove <triplet> Kansas Teacher <subj> ISIS <obj> Engage In Material Cooperation,"['Disapprove', 'Engage In Material Cooperation']",2
1166,"Allison Fluke-Ekren, a teacher from Kansas, dragged Allison Fluke-Ekren, a teacher from Kansas's family to Syria and forced Allison Fluke-Ekren, a teacher from Kansas's daughter, Leyla, to train for war on behalf of ISIS.","<triplet> Allison Fluke-Ekren, a teacher from Kansas <subj> Allison Fluke-Ekren, a teacher from Kansas's family <obj> Coerce <triplet> Allison Fluke-Ekren, a teacher from Kansas <subj> Allison Fluke-Ekren, a teacher from Kansas's daughter, Leyla <obj> Coerce","['Coerce', 'Coerce']",2
1168,UK police lift lid on largest ever counter-fraud operation.,<triplet> UK police <subj> largest ever counter-fraud operation <obj> Make Public Statement,['Make Public Statement'],1
1169,"The Metropolitan Police, which spearheaded the 18-month global probe into the iSpoof.cc website, has arrested over 100 people in recent weeks, including one of the iSpoof.cc website's alleged London-based administrators.",<triplet> The Metropolitan Police <subj> the iSpoof.cc website <obj> Investigate <triplet> The Metropolitan Police <subj> 100 people <obj> Coerce <triplet> The Metropolitan Police <subj> one of the iSpoof.cc website's alleged London-based administrators <obj> Coerce,"['Investigate', 'Coerce', 'Coerce']",3
1170,Argentina says China will increase swap line by US$5 billion.,<triplet> Argentina <subj> China <obj> Make Public Statement,['Make Public Statement'],1
1171,"China will increase China's currency swap programme with Argentina by 35 billion yuan (US$5 billion), President Alberto Fernández tells reporters.",<triplet> China <subj> Argentina <obj> Engage In Material Cooperation <triplet> President Alberto Fernández <subj> Argentina <obj> Make Public Statement <triplet> President Alberto Fernández <subj> China <obj> Make Public Statement,"['Engage In Material Cooperation', 'Make Public Statement', 'Make Public Statement']",3
1172,"In Egypt for COP27, the president said under the president's leadership the United States was back as the global leader on climate action.",<triplet> the president <subj> COP27 <obj> Consult <triplet> the president <subj> United States <obj> Make Public Statement,"['Consult', 'Make Public Statement']",2
1173,"UK's Sunak had argued that ""pressing domestic commitments"" would keep UK's Sunak away from COP27 in Egypt -- after inheriting an economic crisis from predecessor Liz Truss.",<triplet> p UK's Sun <subj> m COP <obj> Reduce Relations,['Reduce Relations'],1
1174,"Virginia McLaurin, who went viral for Virginia McLaurin, who went viral for her joyful meeting in 2016 with Barack and Michelle Obama at the White House's joyful meeting in 2016 with Barack and Michelle Obama at White House, has died aged 113.",<triplet> Virginia McLaurin <subj> Barack and Michelle Obama <obj> Consult,['Consult'],1
1175,"Nord Stream pipelines show evidence of damage from explosives, Swedish team says.",<triplet> Swedish team says <subj> Nord Stream pipelines <obj> Make Public Statement,['Make Public Statement'],1
1176," Investigators have found traces of explosives at the site of Nord Stream pipelines, confirming sabotage had taken place, a Swedish prosecutor said on Friday.",<triplet> a Swedish prosecutor <subj> Investigators <obj> Make Public Statement <triplet> a Swedish prosecutor <subj> Nord Stream pipelines <obj> Make Public Statement <triplet> Investigators <subj> Nord Stream pipelines <obj> Investigate,"['Make Public Statement', 'Make Public Statement', 'Investigate']",3
1177,"In Wake of U.S. Election, Ukrainian Lawmakers Will Reach Out to Washington.",<triplet> Ukrainian Lawmakers <subj> Washington <obj> Appeal,['Appeal'],1
1178,Officials are optimistic that Washington will continue to support the war effort.,<triplet> Officials <subj> Washington <obj> Make Public Statement,['Make Public Statement'],1
1179,But a delegation is planning a trip to meet lawmakers of both parties.,<triplet> a delegation <subj> lawmakers of both parties <obj> Consult,['Consult'],1
1180,"Three cargo vessels carrying grain left Ukrainian ports on Tuesday, a day after President Vladimir Putin signaled that Russia would no longer ensure Three cargo vessels carrying grain's safety.",<triplet> Russia <subj> Three cargo vessels <obj> Reduce Relations <triplet> President Vladimir Putin <subj> Russia <obj> Make Public Statement <triplet> President Vladimir Putin <subj> Three cargo vessels <obj> Make Public Statement,"['Reduce Relations', 'Make Public Statement', 'Make Public Statement']",3
1181,Germany condemns violence by Iranian security forces.,<triplet> Germany <subj> Iranian security forces <obj> Disapprove,['Disapprove'],1
1182,Ukraine's prosecutor general says over 400 children killed in war to date.,<triplet> Ukraine's prosecutor general <subj> 400 children <obj> Make Public Statement,['Make Public Statement'],1
1183,"At least 437 Ukrainian children have been killed as a result of Russia's invasion, Ukraine's's Prosecutor General's office said on Saturday.",<triplet> Ukraine's's Prosecutor General's office <subj> At least 437 Ukrainian children <obj> Make Public Statement <triplet> Ukraine's's Prosecutor General's office <subj> Russia <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
1184,Ukrainian soldiers keep watch at recaptured border.,<triplet> Ukrainian soldiers <subj> recaptured border <obj> Investigate,['Investigate'],1
1185,"In September, commander Gryshchenko helped The retreat Moscow's forces back across recaptured border.",<triplet> commander Gryshchenko <subj> Moscow's forces <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1187,‘Situation is terrible’: Republicans the litigation - which could significantly affect Tuesday’s vote - to disqualify thousands of mail ballots in swing states.,<triplet> Republicans <subj> thousands of mail ballots in swing states <obj> Make Public Statement,['Make Public Statement'],1
1188,"Uruguay farmers fend off droughts with soy technology, CEO says.",<triplet> CEO <subj> Uruguay farmers <obj> Make Public Statement,['Make Public Statement'],1
1189,Farmers in Uruguay are withstanding climate change through investments in technology to fight droughts.,<triplet> Farmers in Uruguay <subj> technology to fight droughts <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
1190,Ami Bera announces candidacy for Democratic Congressional Campaign Committee.,<triplet> Ami Bera <subj> Democratic Congressional Campaign Committee <obj> Make Public Statement,['Make Public Statement'],1
